ID,Area,x_center_of_gravity,y_center_of_gravity,Perimeter
605,0.009,3952,2442,12.0
606,0.046,3983,2441,25.656854152679443
607,0.01,3959,2440,20.82842707633972
608,0.014,3928,2440,13.656854152679443
609,0.084,1294,2443,41.31370830535889
610,0.014,3949,2437,13.656854152679443
611,0.004,1039,2434,8.0
612,0.948,4907,2463,149.25483298301697
613,1.4305,1049,2458,262.2670257091522
614,0.018,4901,2419,15.656854152679443
615,0.942,4961,2438,177.05382251739502
616,0.004,1402,2389,8.0
617,0.004,4177,2386,8.0
618,13.841,1224,2459,562.0731542110443
619,0.095,3778,2373,42.14213538169861
620,46.003,3639,2495,1086.0041739940643
621,0.1985,4442,2373,56.870057225227356
622,0.014,4168,2362,13.656854152679443
623,0.0105,4464,2350,13.41421353816986
624,0.031,1213,2349,27.313708305358887
625,0.4415,1237,2347,111.01219248771667
626,0.247,2405,2335,63.11269795894623
627,21.874,881,2400,662.984842300415
628,0.006,4921,2314,10.0
629,0.055,864,2287,28.485281229019165
630,104.544,5182,2454,1669.9940701723099
631,0.02,4212,2278,17.656854152679443
632,0.0335,757,2264,30.242640614509583
633,42.814,4608,2363,1473.6265388727188
634,0.038,3557,2240,23.656854152679443
635,0.1105,1600,2242,45.55634880065918
636,0.009,5257,2229,12.0
637,0.006,5081,2224,10.0
638,0.016,1642,2220,16.82842707633972
639,0.004,4744,2218,8.0
640,0.015,1372,2219,16.0
641,0.1665,629,2220,59.55634880065918
642,0.006,1573,2212,10.0
643,2.3065,2244,2230,217.7817440032959
644,0.004,484,2206,8.0
645,0.006,4228,2205,10.0
646,0.171,1359,2201,66.14213538169861
647,4.698,895,2229,323.0782072544098
648,0.004,892,2194,8.0
649,0.152,500,2199,48.62741661071777
650,0.008,575,2191,12.0
651,1.377,4598,2215,174.22539579868317
652,0.0215,874,2188,21.41421353816986
653,0.004,4609,2182,8.0
654,0.018,5238,2182,15.656854152679443
655,0.0775,1977,2181,44.72792184352875
656,0.581,1671,2189,94.76955187320709
657,403.3505,1853,2468,6440.052399396896
658,10.3435,1506,2241,1060.0802958011627
659,0.246,488,2169,63.79898953437805
660,1.6285,402,2176,170.1248904466629
661,2.757,908,2161,286.5096663236618
662,0.035,2507,2127,24.485281229019165
663,0.027,5080,2126,21.656854152679443
664,0.006,907,2115,10.0
665,0.01,2609,2115,20.82842707633972
666,0.0085,2605,2110,11.41421353816986
667,0.071,2597,2110,41.31370830535889
668,0.0505,1123,2107,29.899494767189026
669,0.004,922,2101,8.0
670,40.482,1153,2235,1133.4600179195404
671,0.4965,2394,2106,102.18376553058624
672,0.006,1272,2080,10.0
673,0.089,612,2080,42.14213538169861
674,0.0225,1274,2074,18.242640614509583
675,0.004,5437,2071,8.0
676,4.8965,1811,2121,323.66399455070496
677,13.5515,1420,2122,569.203097820282
678,0.006,4206,2062,10.0
679,0.2205,5225,2066,59.21320307254791
680,0.0155,4215,2058,15.41421353816986
681,0.028,1477,2053,22.82842707633972
682,0.0415,2405,2054,30.242640614509583
683,20.6425,5300,2157,888.7665860652924
684,107.1485,5545,2318,2412.4864888191223
685,1.2205,1294,2049,186.61017107963562
686,0.014,2677,2026,18.0
687,0.053,1289,2022,29.656854152679443
688,21.6315,653,2135,1069.1929923295975
689,22.441,1636,2095,684.8427062034607
690,0.503,1233,2017,90.7695517539978
691,0.006,5659,1998,10.0
692,8.8065,1957,2067,489.40410828590393
693,0.0115,4318,1989,13.41421353816986
694,0.0335,61,1980,24.242640614509583
695,0.072,5657,1984,45.65685415267944
696,0.015,1245,1978,14.828427076339722
697,102.5135,138,2189,1668.8986181020737
698,0.035,1246,1972,24.82842707633972
699,0.006,1243,1966,10.0
700,0.0675,5650,1969,38.72792184352875
701,0.0145,1236,1951,14.242640614509583
702,0.089,1245,1953,49.79898953437805
703,0.014,1246,1939,13.656854152679443
704,0.2675,1977,1935,72.04163014888763
705,5.759,661,1970,389.01933157444
706,5.9695,1536,1976,453.9482651948929
707,0.017,1244,1925,17.656854152679443
708,0.009,483,1914,12.0
709,29.575,422,2027,841.3523734807968
710,0.0635,4989,1906,35.899494767189026
711,0.006,4315,1888,10.0
712,0.191,2005,1895,73.11269760131836
713,3.975,4441,1920,356.5929263830185
714,0.006,2056,1879,10.0
715,0.014,4315,1879,13.656854152679443
716,0.004,1,1876,8.0
717,0.1335,4459,1875,48.38477599620819
718,0.009,1315,1866,12.0
719,0.009,16,1866,12.0
720,0.0465,5,1870,41.55634891986847
721,0.01,1325,1861,14.0
722,0.014,13,1861,13.656854152679443
723,0.054,4,1857,42.14213538169861
724,0.004,5302,1852,8.0
725,0.004,1234,1840,8.0
726,0.071,4718,1841,38.485281229019165
727,0.0175,1249,1835,18.242640614509583
728,0.566,1241,1858,184.56854140758514
729,0.004,469,1834,8.0
730,9.913,64,1901,868.2396748065948
731,0.014,460,1831,13.656854152679443
732,0.014,4027,1825,13.656854152679443
733,0.1085,450,1828,69.21320307254791
734,1.091,2651,1835,148.9116871356964
735,0.0115,2622,1815,13.41421353816986
736,25.5265,1396,1902,1056.364565730095
737,0.0205,4593,1795,18.242640614509583
738,0.999,4065,1813,159.88224971294403
739,0.0125,1075,1784,15.41421353816986
740,0.145,4215,1784,52.627416491508484
741,0.0295,3983,1767,21.071067690849304
742,16.6295,280,1847,649.3696177005768
743,0.0215,1375,1767,21.071067690849304
744,0.057,1071,1763,34.485281229019165
745,0.0595,1060,1763,46.72792184352875
746,0.004,5659,1756,8.0
747,0.004,3880,1753,8.0
748,0.014,1057,1753,13.656854152679443
749,0.1025,1069,1752,66.87005722522736
750,69.2845,5457,1902,2659.3880721330643
751,0.0415,4802,1728,30.242640614509583
752,112.7535,991,1935,2230.594136118889
753,0.0625,5386,1722,31.071067690849304
754,0.072,4812,1719,38.97056245803833
755,0.006,4129,1717,10.0
756,0.0725,4843,1718,33.071067690849304
757,0.039,1174,1712,31.656854152679443
758,0.023,1502,1708,18.82842707633972
759,0.217,4118,1714,127.25483322143555
760,3.475,4739,1741,307.2792179584503
761,0.204,798,1705,55.79898941516876
762,0.1545,1118,1690,64.38477599620819
763,1.9545,858,1687,210.1248905658722
764,1.513,378,1685,182.2253954410553
765,0.104,3900,1644,41.31370830535889
766,0.6245,2052,1643,106.18376529216766
767,0.052,4831,1632,28.485281229019165
768,0.531,3883,1640,107.11269760131836
769,0.006,3582,1615,10.0
770,0.4325,5534,1620,85.35533833503723
771,51.5535,598,1767,1604.6387296915054
772,0.1435,5197,1615,47.55634891986847
773,0.0255,5209,1611,20.242640614509583
774,0.0085,1135,1608,11.41421353816986
775,0.108,804,1608,44.97056233882904
776,0.009,775,1593,12.0
777,0.4405,3611,1602,99.35533821582794
778,0.004,775,1588,8.0
779,0.016,773,1581,19.656854152679443
780,0.018,4239,1578,18.0
781,0.004,781,1573,8.0
782,0.004,769,1573,8.0
783,0.0375,3586,1572,23.899494647979736
784,0.105,3904,1573,38.97056233882904
785,1.621,4885,1606,195.53910398483276
786,0.612,792,1578,128.56854140758514
787,0.004,778,1564,8.0
788,0.0375,773,1567,31.071067690849304
789,2.9005,3796,1591,232.12489008903503
790,0.0275,392,1560,37.071067690849304
791,1.392,561,1586,188.08326029777527
792,151.863,1749,1750,2015.214412689209
793,0.006,4303,1542,10.0
794,0.3525,425,1558,127.8406195640564
795,0.004,4312,1540,8.0
796,0.014,4303,1537,13.656854152679443
797,0.014,424,1537,13.656854152679443
798,0.004,1789,1531,8.0
799,0.006,4414,1519,10.0
800,0.006,805,1519,10.0
801,0.006,799,1519,10.0
802,24.89,4979,1617,1274.0874346494675
803,0.004,4972,1504,8.0
804,0.7725,2266,1518,136.32590079307556
805,0.022,789,1501,17.656854152679443
806,0.055,5514,1496,30.82842707633972
807,8.86,670,1542,560.1320307254791
808,0.335,4186,1502,76.28427052497864
809,0.006,1498,1482,10.0
810,2.859,543,1507,254.9949471950531
811,0.072,4820,1482,33.3137081861496
812,0.702,4936,1496,123.05382227897644
813,7.1495,4250,1526,451.20309710502625
814,0.023,4774,1478,18.82842707633972
815,0.006,883,1474,10.0
816,0.061,5457,1473,42.14213538169861
817,1.7005,403,1497,254.0660148859024
818,0.006,370,1462,10.0
819,2.9345,5033,1484,356.77669155597687
820,0.3655,4414,1453,79.69848430156708
821,19.912,5618,1623,936.3574259281158
822,0.2355,4931,1444,61.21320295333862
823,0.0105,1236,1438,13.41421353816986
824,61.4785,4051,1614,1272.6143449544907
825,2.1,4358,1461,221.1959582567215
826,0.004,1261,1429,8.0
827,0.004,1255,1429,8.0
828,0.004,1273,1420,8.0
829,1.298,795,1463,211.88224983215332
830,0.0145,1264,1417,14.242640614509583
831,0.022,1251,1416,21.656854152679443
832,0.0215,1237,1414,18.242640614509583
833,0.061,1271,1410,52.14213538169861
834,0.012,1528,1404,14.0
835,0.006,1027,1404,10.0
836,0.029,1565,1403,30.82842707633972
837,0.015,1274,1402,16.0
838,0.0235,1577,1402,19.071067690849304
839,0.016,1465,1402,15.656854152679443
840,0.006,1525,1399,10.0
841,0.015,4415,1396,16.82842707633972
842,0.123,1547,1400,87.79898953437805
843,0.121,5036,1399,44.97056233882904
844,0.038,1463,1394,24.485281229019165
845,5.705,608,1426,379.9066345691681
846,0.004,4411,1390,8.0
847,0.028,1566,1393,52.485281229019165
848,0.004,2017,1387,8.0
849,0.006,5026,1380,10.0
850,0.004,4405,1375,8.0
851,0.03,808,1375,23.656854152679443
852,0.02,3830,1369,18.0
853,0.023,628,1364,18.82842707633972
854,0.482,1295,1366,141.5979790687561
855,0.006,889,1342,10.0
856,102.8435,143,1543,1623.241762638092
857,2.2975,5132,1355,301.37972342967987
858,0.051,4422,1329,27.656854152679443
859,0.004,4738,1318,8.0
860,0.006,988,1318,10.0
861,0.014,994,1318,13.656854152679443
862,0.1065,5483,1324,61.899494767189026
863,0.041,5151,1317,44.485281229019165
864,0.0345,4745,1317,30.242640614509583
865,7.5915,5602,1359,458.29141092300415
866,0.006,1576,1305,10.0
867,0.0195,1563,1296,21.071067690849304
868,0.216,630,1293,57.455843567848206
869,0.027,2255,1280,20.82842707633972
870,0.006,3900,1267,10.0
871,6.5135,548,1315,389.1787129640579
872,0.05,82,1266,29.656854152679443
873,0.008,1738,1260,12.0
874,0.016,1393,1256,16.82842707633972
875,0.0125,3901,1253,15.41421353816986
876,138.872,1294,1527,3639.1008393764496
877,0.004,1378,1252,8.0
878,5.544,697,1291,320.9360730648041
879,0.228,2282,1254,63.79898953437805
880,0.01,1393,1244,14.0
881,0.006,2281,1233,10.0
882,0.01,1631,1222,14.0
883,96.828,1852,1423,3196.248024702072
884,5.3925,5353,1256,338.3502857685089
885,0.1015,1649,1219,48.38477599620819
886,0.006,1384,1209,10.0
887,0.0515,4924,1210,31.071067690849304
888,0.004,373,1207,8.0
889,0.155,87,1209,53.79898941516876
890,11.0935,4540,1252,547.4041081666946
891,0.0855,5396,1203,35.55634880065918
892,0.7475,124,1211,114.66904675960541
893,1.851,572,1213,217.48022937774658
894,0.0355,1583,1193,23.41421353816986
895,0.014,376,1192,13.656854152679443
896,19.1625,391,1286,784.2569199800491
897,0.014,2926,1186,13.656854152679443
898,0.014,367,1186,13.656854152679443
899,0.782,2960,1200,153.74011433124542
900,0.083,4997,1186,37.31370830535889
901,0.0175,2920,1184,17.41421353816986
902,0.041,2931,1181,29.313708305358887
903,0.033,2923,1174,24.82842707633972
904,0.008,2946,1172,12.0
905,0.084,2938,1176,56.14213538169861
906,0.036,4716,1171,23.313708305358887
907,1.4175,1920,1185,179.7817441225052
908,1.224,62,1172,165.88224947452545
909,0.032,5323,1127,21.656854152679443
910,0.056,5307,1128,29.656854152679443
911,1.041,1960,1135,179.88224971294403
912,0.004,406,1108,8.0
913,0.004,2800,1099,8.0
914,0.004,4671,1098,8.0
915,99.5495,1065,1325,2759.446947813034
916,0.2485,2837,1105,77.35533833503723
917,1.961,4708,1126,316.79393672943115
918,0.1135,418,1098,44.3847758769989
919,0.006,5428,1087,10.0
920,0.014,412,1087,13.656854152679443
921,24.1815,5550,1182,862.1980452537537
922,0.224,5522,1077,70.28427076339722
923,0.1055,4677,1076,44.72792184352875
924,0.869,5064,1066,151.05382239818573
925,0.124,3690,1054,44.1421355009079
926,0.0295,2742,1049,21.41421353816986
927,7.236,1306,1129,648.0731555223465
928,0.05,3238,1048,27.656854152679443
929,0.0335,1413,1047,24.242640614509583
930,0.026,5449,1043,19.656854152679443
931,0.004,3043,1036,8.0
932,15.483,4603,1109,713.043717622757
933,0.0625,2858,1037,33.071067690849304
934,0.9055,3071,1041,131.8406195640564
935,0.006,3046,1029,10.0
936,0.014,5455,1027,13.656854152679443
937,0.1515,1260,1034,63.21320295333862
938,0.015,2111,1012,16.82842707633972
939,0.017,2823,1010,18.82842707633972
940,0.004,5320,1006,8.0
941,2.08,3131,1042,315.9655097723007
942,0.0205,1134,1003,18.242640614509583
943,0.154,4282,1006,48.97056245803833
944,0.0255,1276,1001,20.242640614509583
945,0.0385,1294,1001,24.242640614509583
946,0.38,1392,1004,75.94112455844879
947,0.004,1273,994,8.0
948,0.016,1285,995,26.82842707633972
949,0.0405,1134,994,27.071067690849304
950,0.2705,4685,1001,112.18376541137695
951,0.0675,114,985,31.899494647979736
952,0.004,5599,979,8.0
953,1.1205,1314,996,190.81118214130402
954,0.0655,98,970,31.071067690849304
955,0.1535,1980,966,49.21320307254791
956,0.5855,1365,978,128.32590055465698
957,0.004,670,943,8.0
958,43.3325,961,1051,1298.8742319345474
959,0.623,1580,956,120.76955199241638
960,0.2775,5466,944,72.87005710601807
961,0.5245,691,943,100.66904628276825
962,0.0885,1997,937,48.38477599620819
963,0.046,2014,932,38.485281229019165
964,0.3395,5040,926,76.52691125869751
965,0.58,5525,929,98.76955199241638
966,5.4905,536,971,724.3157960176468
967,0.014,352,907,13.656854152679443
968,0.006,346,906,10.0
969,0.008,345,901,12.0
970,90.9295,1670,1084,2283.2804268598557
971,0.004,3484,898,8.0
972,0.485,1164,903,126.42640614509583
973,7.5145,1447,929,392.8355666399002
974,0.011,1166,884,18.82842707633972
975,56.5895,272,1075,1880.06008374691
976,0.004,1597,871,8.0
977,0.0335,1465,868,24.242640614509583
978,0.006,5100,859,10.0
979,0.006,4774,856,10.0
980,0.014,5107,856,13.656854152679443
981,0.0525,2480,855,29.071067690849304
982,0.006,3466,838,10.0
983,0.006,2818,838,10.0
984,0.006,2812,838,10.0
985,0.006,1771,832,10.0
986,0.165,1403,838,67.79898953437805
987,0.0435,1378,829,27.071067690849304
988,0.01,4270,827,14.0
989,0.104,1423,828,54.14213538169861
990,0.01,4264,824,14.0
991,0.027,4711,824,23.656854152679443
992,0.0875,4840,822,37.899494767189026
993,0.029,4274,819,37.65685415267944
994,0.004,3643,814,8.0
995,0.0425,4261,814,30.242640614509583
996,0.004,3946,811,8.0
997,0.0195,271,812,17.41421353816986
998,0.016,1168,811,15.656854152679443
999,0.0535,285,812,53.55634891986847
1000,0.025,4271,809,20.0
1001,58.8755,4452,944,1571.550417304039
1002,0.004,2713,805,8.0
1003,19.408,4195,908,1064.5483310222626
1004,0.0585,1401,802,33.55634891986847
1005,4.9905,1486,823,523.060962677002
1006,0.9465,2946,813,167.982754945755
1007,0.018,5271,787,15.656854152679443
1008,0.061,5267,779,46.14213538169861
1009,0.3,596,780,119.94112491607666
1010,1.9275,4281,799,386.5512965917587
1011,0.0215,2056,769,21.071067690849304
1012,0.188,4206,772,57.455843448638916
1013,0.004,3730,766,8.0
1014,0.006,2941,762,10.0
1015,0.006,238,760,10.0
1016,0.014,2938,757,13.656854152679443
1017,1.5495,1192,777,210.26702630519867
1018,12.4235,4029,821,750.1980463266373
1019,0.0735,4542,751,33.899494767189026
1020,18.7095,1010,814,1019.595014333725
1021,0.006,355,733,10.0
1022,0.01,643,731,20.82842707633972
1023,0.4835,1141,737,90.52691125869751
1024,0.0375,4493,713,23.899494767189026
1025,0.119,4672,707,44.97056245803833
1026,0.0495,5533,702,31.899494767189026
1027,8.5305,436,742,439.60511887073517
1028,0.716,4462,722,146.9116871356964
1029,0.193,4439,703,67.94112491607666
1030,5015.7245,3448,2417,68658.86240756512
1031,0.0475,5537,683,33.899494767189026
1032,0.3005,4672,684,88.87005710601807
1033,0.004,4678,667,8.0
1034,0.0495,4490,667,27.899494767189026
1035,3.993,638,707,354.2497806549072
1036,35.9555,55,840,1029.5117517709732
1037,11.3545,4343,721,536.1736595630646
1038,0.0145,718,625,14.242640614509583
1039,0.3775,4854,630,90.52691113948822
1040,0.4825,4479,635,94.18376588821411
1041,0.006,685,619,10.0
1042,0.01,1393,617,14.0
1043,0.004,4888,610,8.0
1044,0.0545,4847,611,36.72792184352875
1045,0.006,3784,609,10.0
1046,0.006,5326,597,10.0
1047,1.025,702,607,164.56854140758514
1048,0.015,163,593,16.0
1049,0.004,3238,580,8.0
1050,1.088,4410,597,145.05382239818573
1051,106.2565,5439,831,4553.950682878494
1052,0.006,3235,568,10.0
1053,0.014,3235,562,13.656854152679443
1054,0.004,4477,559,8.0
1055,1.447,2655,592,227.53910386562347
1056,0.006,2434,550,10.0
1057,0.014,2428,550,13.656854152679443
1058,0.0655,1339,550,41.899494767189026
1059,0.006,5340,547,10.0
1060,0.004,445,547,8.0
1061,0.0215,4904,539,19.41421353816986
1062,1.258,4375,565,173.68123936653137
1063,0.226,1380,535,69.4558435678482
1064,0.1115,1539,532,57.55634891986847
1065,5.7825,82,579,534.2325357198715
1066,0.0145,3123,526,14.242640614509583
1067,0.769,5428,537,112.08326005935669
1068,0.015,2254,523,14.828427076339722
1069,2.567,781,555,214.9116872549057
1070,12.695,5142,593,600.2741659879684
1071,0.009,1710,514,12.0
1072,9.003,3169,566,462.87719678878784
1073,0.0865,338,512,53.55634880065918
1074,0.004,5116,502,8.0
1075,0.004,2638,502,8.0
1076,0.01,2644,500,14.0
1077,0.031,2648,494,27.656854152679443
1078,0.335,3829,502,74.28427064418793
1079,0.1065,5107,496,56.38477599620819
1080,0.032,2635,492,35.65685415267944
1081,0.015,1585,487,14.828427076339722
1082,0.543,4465,493,140.56854152679443
1083,0.5825,1489,493,100.5269113779068
1084,2.038,1415,497,206.50966608524323
1085,0.176,5208,481,70.97056245803833
1086,3.323,1294,505,261.9655091762543
1087,29.1425,239,615,1192.2468147277832
1088,0.382,1528,459,83.4558436870575
1089,10.943,1657,492,490.33304011821747
1090,0.004,4360,412,8.0
1091,0.008,4820,407,18.82842707633972
1092,0.006,4813,402,10.0
1093,0.042,5516,402,25.656854152679443
1094,29.2595,5597,525,807.4873679876328
1095,0.023,3877,365,18.82842707633972
1096,0.3075,5645,369,111.01219236850739
1097,3.055,23,439,364.9949474334717
1098,0.004,4240,355,8.0
1099,0.0205,349,354,28.242640614509583
1100,0.01,353,349,14.0
1101,0.0845,5417,350,34.72792184352875
1102,0.01,2488,347,14.0
1103,0.137,2499,347,55.31370830535889
1104,0.751,3939,356,117.74011421203613
1105,0.027,4231,344,23.656854152679443
1106,0.008,339,340,12.0
1107,0.126,5396,342,44.97056245803833
1108,0.0565,1652,339,34.72792184352875
1109,0.014,2353,328,13.656854152679443
1110,0.004,2368,322,8.0
1111,0.176,3594,325,49.79898965358734
1112,0.0635,2359,323,40.72792184352875
1113,0.009,5574,307,12.0
1114,0.0405,2836,308,25.071067690849304
1115,0.0535,2366,310,46.72792184352875
1116,0.008,2369,301,12.0
1117,0.026,1059,293,20.82842707633972
1118,0.006,619,277,10.0
1119,0.0185,5557,267,16.242640614509583
1120,0.19,626,270,101.94112491607666
1121,0.006,1591,262,10.0
1122,143.733,4102,511,2060.042839884758
1123,0.004,592,259,8.0
1124,0.004,4198,250,8.0
1125,0.061,3677,251,31.313708066940308
1126,0.523,3230,258,97.11269772052765
1127,0.0125,1166,249,15.41421353816986
1128,0.004,4189,247,8.0
1129,0.004,4198,238,8.0
1130,0.01,4190,240,20.82842707633972
1131,0.008,4184,236,18.82842707633972
1132,0.006,3298,228,10.0
1133,0.115,3246,230,44.485281229019165
1134,49.516,396,387,1633.3666533231735
1135,2.3805,4229,242,198.12489008903503
1136,0.018,1768,214,17.656854152679443
1137,0.2955,5393,218,69.21320295333862
1138,0.2735,771,215,71.21320307254791
1139,0.006,4609,209,10.0
1140,0.006,3409,199,10.0
1141,0.0345,1767,201,38.24264061450958
1142,10.9185,2439,255,573.688379406929
1143,0.061,1648,194,39.31370830535889
1144,0.006,1753,190,10.0
1145,0.599,2377,204,113.25483357906342
1146,56.0145,680,346,1255.4772630929947
1147,0.026,5404,174,25.656854152679443
1148,0.004,511,169,8.0
1149,0.004,3265,166,8.0
1150,0.0145,5403,165,14.242640614509583
1151,0.2385,5416,173,76.04163014888763
1152,0.006,778,163,10.0
1153,0.1325,752,166,48.38477599620819
1154,0.206,491,167,54.97056245803833
1155,0.01,2111,160,14.0
1156,12.5065,5492,240,603.9482647180557
1157,6.959,5633,235,528.9360728263855
1158,0.059,1175,146,38.97056245803833
1159,0.0475,4253,145,27.899494767189026
1160,0.34,767,145,78.2842708826065
1161,0.1155,454,141,42.72792184352875
1162,0.024,1189,133,22.0
1163,0.0455,1177,136,43.071067690849304
1164,0.95,506,141,151.59797883033752
1165,0.515,5041,142,94.76955163478851
1166,0.2795,5651,134,71.21320295333862
1167,0.0805,3399,127,35.55634891986847
1168,13.9485,4143,168,630.8010767698288
1169,0.1105,766,119,58.38477599620819
1170,0.004,5410,106,8.0
1171,0.004,970,100,8.0
1172,0.015,4257,98,16.0
1173,1.089,4018,127,173.53910398483276
1174,0.006,769,69,10.0
1175,4.176,700,108,336.5929262638092
1176,0.1985,3425,71,58.3847758769989
1177,37.474,961,201,1124.264061331749
1178,0.004,901,58,8.0
1179,0.8495,794,69,143.982754945755
1180,0.004,4387,52,8.0
1181,0.0565,891,39,31.899494767189026
1182,0.004,979,34,8.0
1183,0.006,307,33,10.0
1184,0.0775,4132,35,42.72792184352875
1185,0.006,932,18,10.0
1186,0.4225,877,27,125.84061968326569
1187,0.13,848,19,54.627416491508484
1188,1.505,955,23,298.85281217098236
1189,0.0215,924,6,21.41421353816986
1190,6.7015,1060,49,573.5462441444397
1191,2.584,5645,45,351.53910398483276
1192,10.485,5562,82,591.1025928258896
1193,133.0765,5245,211,3568.0053845643997
1194,2.158,4965,20,215.74011421203613
1195,1102.1375,4841,1221,28114.42609012127
1196,0.02,4384,1,24.0
1197,0.017,4373,1,18.82842707633972
1198,9.422,4246,23,839.9310196638107
1199,0.021,4122,2,18.82842707633972
1200,0.002,3919,0,6.0
1201,0.5375,3420,19,124.52691113948822
1202,0.011,2299,1,12.828427076339722
1203,0.0055,2293,0,9.41421353816986
1204,1919.901,2788,566,40998.034301280975
1205,143.809,1388,216,2451.29767370224
1206,0.4215,793,5,112.87005722522736
1207,24.4105,502,50,921.7716382741928
1208,0.502,311,17,156.42640614509583
1209,1.0535,26,20,219.63960921764374
